task,model,state,year,shift,atc,doc,acc_drop_check
pubcov,xgb,PA,2014,geographic,-0.029625000000000012,-0.0041179656982421875,-0.06387500000000002
pubcov,xgb,PA,2015,combined,-0.019625000000000004,-0.00373762845993042,-0.03774999999999995
pubcov,xgb,PA,2016,combined,-0.029124999999999956,-0.005057156085968018,-0.029124999999999956
pubcov,xgb,PA,2017,combined,-0.03287499999999999,-0.007053792476654053,-0.022249999999999992
pubcov,xgb,PA,2018,combined,-0.033499999999999974,-0.005664527416229248,-0.016874999999999973
pubcov,xgb,OH,2014,geographic,-0.012125000000000052,0.001063525676727295,-0.027124999999999955
pubcov,xgb,OH,2015,combined,0.0003750000000000142,0.0034642815589904785,0.0
pubcov,xgb,OH,2016,combined,-0.008624999999999994,0.00028765201568603516,0.0014999999999999458
pubcov,xgb,OH,2017,combined,-0.02212499999999995,-0.002191305160522461,0.013000000000000012
pubcov,xgb,OH,2018,combined,-0.02112499999999995,-0.0013187527656555176,-0.0004999999999999449
pubcov,xgb,IL,2014,geographic,-0.021499999999999964,-0.005072474479675293,-0.025249999999999995
pubcov,xgb,IL,2015,combined,-0.02012499999999995,-0.005312025547027588,-0.007750000000000035
pubcov,xgb,IL,2016,combined,-0.02287499999999998,-0.006101846694946289,-0.0016249999999999876
pubcov,xgb,IL,2017,combined,-0.02100000000000002,-0.005927741527557373,-0.0063750000000000195
pubcov,xgb,IL,2018,combined,-0.022750000000000048,-0.007016420364379883,-0.013375000000000026
pubcov,xgb,GA,2014,geographic,0.00737500000000002,0.004839479923248291,-0.05249999999999999
pubcov,xgb,GA,2015,combined,0.005874999999999964,0.004772186279296875,-0.056625000000000036
pubcov,xgb,GA,2016,combined,0.0022499999999999742,0.0027891993522644043,-0.059250000000000025
pubcov,xgb,GA,2017,combined,0.005249999999999977,0.004195511341094971,-0.053875000000000006
pubcov,xgb,GA,2018,combined,0.005750000000000033,0.004977405071258545,-0.05412499999999998
pubcov,xgb,NC,2014,geographic,-0.010624999999999996,-0.002262115478515625,-0.06087500000000001
pubcov,xgb,NC,2015,combined,-0.004249999999999976,-0.0014587044715881348,-0.04762500000000003
pubcov,xgb,NC,2016,combined,-0.007499999999999951,-0.001477360725402832,-0.03674999999999995
pubcov,xgb,NC,2017,combined,-0.02487499999999998,-0.00516355037689209,-0.04800000000000004
pubcov,xgb,NC,2018,combined,-0.021499999999999964,-0.004422545433044434,-0.052749999999999964
pubcov,xgb,WA,2014,geographic,-0.009624999999999995,-0.0031921863555908203,-0.026124999999999954
pubcov,xgb,WA,2015,combined,-0.007249999999999979,-0.003286302089691162,0.00924999999999998
pubcov,xgb,WA,2016,combined,-0.00924999999999998,-0.0032697319984436035,0.011125000000000052
pubcov,xgb,WA,2017,combined,-0.01287499999999997,-0.003992736339569092,0.017124999999999946
pubcov,xgb,WA,2018,combined,-0.012499999999999956,-0.0038672685623168945,0.009375000000000022
pubcov,xgb,AZ,2014,geographic,0.028750000000000053,0.01265251636505127,0.007249999999999979
pubcov,xgb,AZ,2015,combined,0.027375000000000038,0.012891113758087158,0.033499999999999974
pubcov,xgb,AZ,2016,combined,0.02024999999999999,0.01074129343032837,0.03200000000000003
pubcov,xgb,AZ,2017,combined,0.014624999999999999,0.010119974613189697,0.03287499999999999
pubcov,xgb,AZ,2018,combined,0.011125000000000052,0.009691178798675537,0.01849999999999996
pubcov,xgb,MA,2014,geographic,-0.042749999999999955,-0.017122268676757812,0.010874999999999968
pubcov,xgb,MA,2015,combined,-0.041874999999999996,-0.016484200954437256,0.016000000000000014
pubcov,xgb,MA,2016,combined,-0.04574999999999996,-0.016097843647003174,0.01849999999999996
pubcov,xgb,MA,2017,combined,-0.051124999999999976,-0.019043385982513428,0.012624999999999997
pubcov,xgb,MA,2018,combined,-0.050000000000000044,-0.01840156316757202,0.010000000000000009
mobility,logreg,CA,2015,temporal,-0.0040000000000000036,5.984306335449219e-05,0.0050000000000000044
mobility,logreg,CA,2016,temporal,0.010874999999999968,0.002009749412536621,0.005125000000000046
mobility,logreg,CA,2017,temporal,0.0030000000000000027,0.0014582276344299316,0.005750000000000033
mobility,logreg,CA,2018,temporal,0.01012500000000005,0.0019418597221374512,-0.0017500000000000293
mobility,logreg,TX,2014,geographic,0.031750000000000056,0.001354515552520752,0.05974999999999997
mobility,logreg,TX,2015,combined,0.022750000000000048,0.0014640092849731445,0.05812499999999998
mobility,logreg,TX,2016,combined,0.02575000000000005,0.0024863481521606445,0.04837500000000006
mobility,logreg,TX,2017,combined,0.03512500000000007,0.0034360289573669434,0.04375000000000007
mobility,logreg,TX,2018,combined,0.02749999999999997,0.0029558539390563965,0.04562500000000003
mobility,logreg,NY,2014,geographic,0.043875,0.00436246395111084,-0.026249999999999996
mobility,logreg,NY,2015,combined,0.050000000000000044,0.004600405693054199,-0.016000000000000014
mobility,logreg,NY,2016,combined,0.058250000000000024,0.005252838134765625,-0.016249999999999987
mobility,logreg,NY,2017,combined,0.051124999999999976,0.004912078380584717,-0.011749999999999927
mobility,logreg,NY,2018,combined,0.047375000000000056,0.0051119327545166016,-0.008624999999999994
mobility,logreg,FL,2014,geographic,-0.003249999999999975,0.0006239414215087891,0.06362500000000004
mobility,logreg,FL,2015,combined,0.014624999999999999,0.0016925930976867676,0.04749999999999999
mobility,logreg,FL,2016,combined,0.006125000000000047,0.0008818507194519043,0.05600000000000005
mobility,logreg,FL,2017,combined,0.013000000000000012,0.0012859106063842773,0.04149999999999998
mobility,logreg,FL,2018,combined,0.008375000000000021,0.0016764998435974121,0.04712499999999997
mobility,logreg,PA,2014,geographic,0.04775000000000007,0.005080223083496094,0.0016249999999999876
mobility,logreg,PA,2015,combined,0.05774999999999997,0.005073487758636475,0.017750000000000044
mobility,logreg,PA,2016,combined,0.04700000000000004,0.005420804023742676,0.012375000000000025
mobility,logreg,PA,2017,combined,0.05687500000000001,0.006037771701812744,0.030750000000000055
mobility,logreg,PA,2018,combined,0.05425000000000002,0.0059577226638793945,0.029125000000000068
mobility,logreg,OH,2014,geographic,0.047875,0.0047043561935424805,0.05337500000000006
mobility,logreg,OH,2015,combined,0.04600000000000004,0.0049228668212890625,0.05812499999999998
mobility,logreg,OH,2016,combined,0.039000000000000035,0.004422605037689209,0.06374999999999997
mobility,logreg,OH,2017,combined,0.04562500000000003,0.004943490028381348,0.055749999999999966
mobility,logreg,OH,2018,combined,0.05874999999999997,0.005670309066772461,0.048875
mobility,logreg,IL,2014,geographic,0.05425000000000002,0.004986703395843506,0.039000000000000035
mobility,logreg,IL,2015,combined,0.046375000000000055,0.005107223987579346,0.026499999999999968
mobility,logreg,IL,2016,combined,0.049875,0.006046772003173828,0.019874999999999976
mobility,logreg,IL,2017,combined,0.04237500000000005,0.005816042423248291,0.026499999999999968
mobility,logreg,IL,2018,combined,0.04525000000000001,0.005664825439453125,0.017000000000000015
mobility,logreg,GA,2014,geographic,0.019750000000000045,0.0015682578086853027,0.06487500000000002
mobility,logreg,GA,2015,combined,0.021375000000000033,0.00198441743850708,0.04875000000000007
mobility,logreg,GA,2016,combined,0.04137500000000005,0.002874910831451416,0.080125
mobility,logreg,GA,2017,combined,0.03462500000000002,0.003278672695159912,0.053749999999999964
mobility,logreg,GA,2018,combined,0.03425,0.003042757511138916,0.04625000000000001
mobility,logreg,NC,2014,geographic,0.072125,0.006611168384552002,0.06625000000000003
mobility,logreg,NC,2015,combined,0.05162500000000003,0.004790067672729492,0.07787500000000003
mobility,logreg,NC,2016,combined,0.057499999999999996,0.005433022975921631,0.06237500000000007
mobility,logreg,NC,2017,combined,0.07012499999999999,0.007174968719482422,0.05774999999999997
mobility,logreg,NC,2018,combined,0.05874999999999997,0.006389796733856201,0.05500000000000005
mobility,logreg,WA,2014,geographic,0.040000000000000036,0.004292011260986328,0.08825000000000005
mobility,logreg,WA,2015,combined,0.03975000000000006,0.005133450031280518,0.09562500000000007
mobility,logreg,WA,2016,combined,0.047875,0.005414843559265137,0.09450000000000003
mobility,logreg,WA,2017,combined,0.04212499999999997,0.005408227443695068,0.09387500000000004
mobility,logreg,WA,2018,combined,0.05437500000000006,0.006468415260314941,0.08975
mobility,logreg,AZ,2014,geographic,0.004750000000000032,-0.0007493495941162109,0.078125
mobility,logreg,AZ,2015,combined,0.008500000000000063,-0.0002842545509338379,0.07150000000000001
mobility,logreg,AZ,2016,combined,0.009375000000000022,4.887580871582031e-05,0.07262500000000005
mobility,logreg,AZ,2017,combined,0.011375000000000024,0.0010422468185424805,0.07574999999999998
mobility,logreg,AZ,2018,combined,0.015125000000000055,0.0017816424369812012,0.05812499999999998
mobility,logreg,MA,2014,geographic,0.111375,0.010479390621185303,0.041750000000000065
mobility,logreg,MA,2015,combined,0.10950000000000004,0.010012328624725342,0.04437500000000005
mobility,logreg,MA,2016,combined,0.11299999999999999,0.010498285293579102,0.03849999999999998
mobility,logreg,MA,2017,combined,0.10250000000000004,0.01024019718170166,0.05212499999999998
mobility,logreg,MA,2018,combined,0.10375000000000001,0.010870754718780518,0.03862500000000002
mobility,rf,CA,2015,temporal,-0.009124999999999939,0.0010116746518964437,0.009375000000000022
mobility,rf,CA,2016,temporal,0.00024999999999997247,0.0030406295599658684,0.003874999999999962
mobility,rf,CA,2017,temporal,-0.0017500000000000293,0.002035669142256502,0.007750000000000035
mobility,rf,CA,2018,temporal,0.010500000000000065,0.003472880743476403,0.002874999999999961
mobility,rf,TX,2014,geographic,0.015249999999999986,0.005524968983724121,0.0595
mobility,rf,TX,2015,combined,0.01475000000000004,0.005237535010038097,0.058250000000000024
mobility,rf,TX,2016,combined,0.009624999999999995,0.0049524157554838855,0.04949999999999999
mobility,rf,TX,2017,combined,0.015125000000000055,0.0058075556457111155,0.04675000000000007
mobility,rf,TX,2018,combined,0.014249999999999985,0.005741340534865524,0.05037500000000006
mobility,rf,NY,2014,geographic,0.02949999999999997,0.008629619708800718,-0.015625
mobility,rf,NY,2015,combined,0.024375000000000036,0.007215136460418048,-0.009750000000000036
mobility,rf,NY,2016,combined,0.023249999999999993,0.007597699351818754,-0.008750000000000036
mobility,rf,NY,2017,combined,0.038124999999999964,0.01030862936494803,-0.004874999999999963
mobility,rf,NY,2018,combined,0.03137500000000004,0.00797295695673339,-0.0031249999999999334
mobility,rf,FL,2014,geographic,-0.01387499999999997,0.0005371713264155087,0.0635
mobility,rf,FL,2015,combined,0.0016249999999999876,0.004198877237935883,0.04612499999999997
mobility,rf,FL,2016,combined,-0.005124999999999935,0.0022639412316195484,0.05887500000000001
mobility,rf,FL,2017,combined,0.0015000000000000568,0.0033289308562451936,0.04337500000000005
mobility,rf,FL,2018,combined,0.006249999999999978,0.004242189100998162,0.04874999999999996
mobility,rf,PA,2014,geographic,0.0036249999999999893,0.004223779043311504,0.003750000000000031
mobility,rf,PA,2015,combined,0.021750000000000047,0.007388904585095779,0.021499999999999964
mobility,rf,PA,2016,combined,0.012624999999999997,0.005933965370694905,0.01475000000000004
mobility,rf,PA,2017,combined,0.022625000000000006,0.008885971935800985,0.031625000000000014
mobility,rf,PA,2018,combined,0.013375000000000026,0.007168534680456307,0.032625000000000015
mobility,rf,OH,2014,geographic,0.0045000000000000595,0.005735479702029256,0.056375000000000064
mobility,rf,OH,2015,combined,0.003375000000000017,0.006066151941872433,0.059250000000000025
mobility,rf,OH,2016,combined,0.0050000000000000044,0.006016693226294945,0.06500000000000006
mobility,rf,OH,2017,combined,0.0040000000000000036,0.005350078427114435,0.05625000000000002
mobility,rf,OH,2018,combined,0.015625,0.007771582836569424,0.05074999999999996
mobility,rf,IL,2014,geographic,0.017874999999999974,0.006927989931929668,0.03562500000000002
mobility,rf,IL,2015,combined,0.02024999999999999,0.005869191042476851,0.028000000000000025
mobility,rf,IL,2016,combined,0.020750000000000046,0.007714884512857845,0.021874999999999978
mobility,rf,IL,2017,combined,0.015874999999999972,0.007379517924410162,0.030000000000000027
mobility,rf,IL,2018,combined,0.027874999999999983,0.008522811127315455,0.020000000000000018
mobility,rf,GA,2014,geographic,0.024249999999999994,0.007512787588427661,0.06425000000000003
mobility,rf,GA,2015,combined,0.02100000000000002,0.008707390415945593,0.05149999999999999
mobility,rf,GA,2016,combined,0.035375000000000045,0.010200988768682362,0.07999999999999996
mobility,rf,GA,2017,combined,0.02387499999999998,0.008576505092560471,0.05300000000000005
mobility,rf,GA,2018,combined,0.026375000000000037,0.008844038008564814,0.04525000000000001
mobility,rf,NC,2014,geographic,0.034499999999999975,0.011329524492267096,0.06600000000000006
mobility,rf,NC,2015,combined,0.030750000000000055,0.009945428260821898,0.07850000000000001
mobility,rf,NC,2016,combined,0.02937500000000004,0.009320801178675286,0.06225000000000003
mobility,rf,NC,2017,combined,0.040124999999999966,0.011792365608872535,0.0595
mobility,rf,NC,2018,combined,0.04349999999999998,0.011943370586685487,0.05687500000000001
mobility,rf,WA,2014,geographic,0.03775000000000006,0.010336725563375282,0.08687500000000004
mobility,rf,WA,2015,combined,0.027750000000000052,0.00847719714534989,0.09425000000000006
mobility,rf,WA,2016,combined,0.031625000000000014,0.010023711440087957,0.09387500000000004
mobility,rf,WA,2017,combined,0.02124999999999999,0.007132494334175066,0.08899999999999997
mobility,rf,WA,2018,combined,0.027874999999999983,0.008728658911085763,0.09237499999999998
mobility,rf,AZ,2014,geographic,-0.0017500000000000293,0.0017455510794112117,0.07687500000000003
mobility,rf,AZ,2015,combined,0.0025000000000000577,0.003491061625184977,0.07200000000000006
mobility,rf,AZ,2016,combined,0.0006249999999999867,0.0021847385965558797,0.07300000000000006
mobility,rf,AZ,2017,combined,0.00462499999999999,0.003894301941952283,0.07700000000000007
mobility,rf,AZ,2018,combined,-0.0034999999999999476,0.004197084839210108,0.060124999999999984
mobility,rf,MA,2014,geographic,0.06987500000000002,0.017825273506342776,0.04412499999999997
mobility,rf,MA,2015,combined,0.0645,0.015279563523149742,0.04062500000000002
mobility,rf,MA,2016,combined,0.07137499999999997,0.01650182710219672,0.039874999999999994
mobility,rf,MA,2017,combined,0.07387500000000002,0.01821633100636144,0.05800000000000005
mobility,rf,MA,2018,combined,0.072125,0.01813703498017183,0.037250000000000005
mobility,xgb,CA,2015,temporal,-0.016000000000000014,-0.00021517276763916016,0.007624999999999993
mobility,xgb,CA,2016,temporal,-0.005875000000000075,0.0017328858375549316,0.00374999999999992
mobility,xgb,CA,2017,temporal,-0.0063750000000000195,0.0012589097023010254,0.006249999999999978
mobility,xgb,CA,2018,temporal,-0.005250000000000088,0.0008032321929931641,-0.0003750000000000142
mobility,xgb,TX,2014,geographic,0.010624999999999996,0.004574239253997803,0.05912499999999998
mobility,xgb,TX,2015,combined,0.007624999999999993,0.004995524883270264,0.055624999999999925
mobility,xgb,TX,2016,combined,0.0040000000000000036,0.004744768142700195,0.046624999999999917
mobility,xgb,TX,2017,combined,0.014124999999999943,0.0062236785888671875,0.042749999999999955
mobility,xgb,TX,2018,combined,0.004249999999999976,0.004191339015960693,0.04574999999999996
mobility,xgb,NY,2014,geographic,0.013624999999999998,0.006770670413970947,-0.016750000000000043
mobility,xgb,NY,2015,combined,0.012749999999999928,0.0061476826667785645,-0.01200000000000001
mobility,xgb,NY,2016,combined,0.013249999999999984,0.005608677864074707,-0.011250000000000093
mobility,xgb,NY,2017,combined,0.03037499999999993,0.009631693363189697,-0.008000000000000007
mobility,xgb,NY,2018,combined,0.02299999999999991,0.007656514644622803,-0.0050000000000000044
mobility,xgb,FL,2014,geographic,-0.022375000000000034,-0.0015829205513000488,0.0598749999999999
mobility,xgb,FL,2015,combined,-0.007125000000000048,0.003604590892791748,0.04112499999999997
mobility,xgb,FL,2016,combined,-0.01750000000000007,-9.119510650634766e-06,0.05824999999999991
mobility,xgb,FL,2017,combined,-0.01200000000000001,0.0020117759704589844,0.03837499999999994
mobility,xgb,FL,2018,combined,-0.004125000000000045,0.0030784010887145996,0.046875
mobility,xgb,PA,2014,geographic,0.009499999999999953,0.004183828830718994,0.0012499999999999734
mobility,xgb,PA,2015,combined,0.020499999999999963,0.007129371166229248,0.019499999999999962
mobility,xgb,PA,2016,combined,0.0031249999999999334,0.004203975200653076,0.010749999999999926
mobility,xgb,PA,2017,combined,0.021874999999999978,0.008199036121368408,0.030874999999999986
mobility,xgb,PA,2018,combined,0.008749999999999925,0.005850315093994141,0.02849999999999997
mobility,xgb,OH,2014,geographic,0.004374999999999907,0.006384015083312988,0.053749999999999964
mobility,xgb,OH,2015,combined,-0.0007500000000000284,0.004805445671081543,0.052999999999999936
mobility,xgb,OH,2016,combined,0.008874999999999966,0.006422460079193115,0.06299999999999994
mobility,xgb,OH,2017,combined,-0.0026250000000000995,0.004654884338378906,0.05399999999999994
mobility,xgb,OH,2018,combined,0.005124999999999935,0.006045699119567871,0.04849999999999999
mobility,xgb,IL,2014,geographic,0.015874999999999972,0.006673574447631836,0.03412499999999996
mobility,xgb,IL,2015,combined,0.013499999999999956,0.005851149559020996,0.026374999999999926
mobility,xgb,IL,2016,combined,0.01200000000000001,0.007523059844970703,0.017999999999999905
mobility,xgb,IL,2017,combined,0.015874999999999972,0.006934463977813721,0.030749999999999944
mobility,xgb,IL,2018,combined,0.021625000000000005,0.00814974308013916,0.01749999999999996
mobility,xgb,GA,2014,geographic,0.013499999999999956,0.006051003932952881,0.0608749999999999
mobility,xgb,GA,2015,combined,0.013249999999999984,0.008178949356079102,0.050249999999999906
mobility,xgb,GA,2016,combined,0.026999999999999913,0.009539008140563965,0.07599999999999996
mobility,xgb,GA,2017,combined,0.011624999999999996,0.006927609443664551,0.05037499999999995
mobility,xgb,GA,2018,combined,0.01474999999999993,0.00872737169265747,0.04225000000000001
mobility,xgb,NC,2014,geographic,0.030624999999999902,0.011558234691619873,0.06274999999999997
mobility,xgb,NC,2015,combined,0.021874999999999978,0.008591413497924805,0.075125
mobility,xgb,NC,2016,combined,0.026249999999999996,0.009697675704956055,0.05999999999999994
mobility,xgb,NC,2017,combined,0.03149999999999997,0.01067054271697998,0.057374999999999954
mobility,xgb,NC,2018,combined,0.02949999999999997,0.009920477867126465,0.05349999999999999
mobility,xgb,WA,2014,geographic,0.028374999999999928,0.009369194507598877,0.08374999999999999
mobility,xgb,WA,2015,combined,0.012124999999999941,0.006552398204803467,0.08999999999999997
mobility,xgb,WA,2016,combined,0.019124999999999948,0.009420692920684814,0.08962499999999995
mobility,xgb,WA,2017,combined,0.00649999999999995,0.006184756755828857,0.08599999999999997
mobility,xgb,WA,2018,combined,0.018124999999999947,0.007292747497558594,0.08899999999999997
mobility,xgb,AZ,2014,geographic,-0.013875000000000082,0.000695347785949707,0.072125
mobility,xgb,AZ,2015,combined,-0.011250000000000093,0.0020145177841186523,0.0675
mobility,xgb,AZ,2016,combined,-0.00725000000000009,0.0008053183555603027,0.07237499999999997
mobility,xgb,AZ,2017,combined,-0.003250000000000086,0.0030826926231384277,0.07324999999999993
mobility,xgb,AZ,2018,combined,-0.012125000000000052,0.0026817917823791504,0.05449999999999999
mobility,xgb,MA,2014,geographic,0.0615,0.01705801486968994,0.039999999999999925
mobility,xgb,MA,2015,combined,0.05874999999999997,0.017265498638153076,0.03937499999999994
mobility,xgb,MA,2016,combined,0.060374999999999956,0.016435861587524414,0.035250000000000004
mobility,xgb,MA,2017,combined,0.06374999999999997,0.01871180534362793,0.05424999999999991
mobility,xgb,MA,2018,combined,0.06674999999999998,0.018675804138183594,0.03249999999999997
