task,model,state,year,shift,acc_src,acc_drop,auc_drop,ap_drop,cov,pred,expl,n_target,atc,doc,cov_z,pred_z,expl_z,atc_z,doc_z
mobility,rf,AZ,2015,combined,0.766,0.072,0.016542698944459,0.0719021503954155,0.064222777564441,0.028625,0.0452967393994636,8000,0.0025000000000000577,0.003491061625184977,-0.7285274674009686,-0.7911937033794851,0.8930143322686057,-0.4537197491203815,-0.3269739165412708
mobility,rf,AZ,2016,combined,0.766,0.073,0.0365244223485945,0.082200078592778,0.1001976080447808,0.023125,0.0476042081971204,8000,0.0006249999999999867,0.0021847385965558797,-0.0014726438194664123,-1.0662461485973687,1.0576567949870035,-0.5316235151369801,-0.49588292286388513
mobility,rf,AZ,2017,combined,0.766,0.077,0.0195670461466116,0.0741111366490895,0.1254927815380184,0.033875,0.0250307763569418,8000,0.00462499999999999,0.003894301941952283,0.5097452731527903,-0.5286436420351417,-0.5530022154173811,-0.36542881430157587,-0.2748344994739165
mobility,rf,AZ,2018,combined,0.766,0.0601249999999999,0.0155715161461078,0.0493129752841798,0.0946651596482057,0.041,0.0208381268985209,8000,-0.0034999999999999476,0.004197084839210108,-0.1132839641019597,-0.1723257016392472,-0.8521560470316378,-0.7030118003734879,-0.2356843373880712
mobility,rf,MA,2014,geographic,0.766,0.0441249999999999,0.0114116182723411,0.0436059929250676,0.2161272563077609,0.085875,0.0222843615164332,8000,0.06987500000000002,0.017825273506342776,2.341476825025688,2.0718522036612117,-0.7489643464966268,2.3456222430759546,1.5264554666986831
mobility,rf,MA,2015,combined,0.766,0.040625,0.0104319394644634,0.0515888782545914,0.2114978028744507,0.071875,0.0117896842673082,8000,0.0645,0.015279563523149742,2.2479151207926806,1.3717187067429621,-1.4977803259305873,2.1222981138283794,1.1972923621502276
mobility,rf,MA,2016,combined,0.766,0.0398749999999999,0.0026918393567109,0.0362156327801308,0.2087662087662087,0.08375,0.0127156812502784,8000,0.07137499999999997,0.01650182710219672,2.192709338140014,1.9655819407361201,-1.4317086096409284,2.4079452558892287,1.3553323890628701
mobility,rf,MA,2017,combined,0.766,0.058,0.0128366506888663,0.0544288088242315,0.2327207736217407,0.082125,0.0226220242126559,8000,0.07387500000000002,0.01821633100636144,2.6768334241319818,1.884316445558109,-0.7248714452488639,2.511816943911359,1.5770196321428744
mobility,rf,MA,2018,combined,0.766,0.03725,0.0053664629443466,0.0441961658641483,0.2479574476064279,0.080625,0.0241852189008781,8000,0.072125,0.01813703498017183,2.984768087561728,1.809302142316868,-0.6133344123587229,2.439106762295868,1.5667665686237573
mobility,xgb,CA,2015,temporal,0.7625,0.0076249999999999,0.0138756453440569,0.0098903491059743,0.0148940037235008,0.0225,0.0280310374309222,8000,-0.016000000000000014,-0.00021517276763916016,-1.7254667853504062,-1.097502108281219,-0.33892765349052123,-1.2223702404841286,-0.8061941054003673
mobility,xgb,CA,2016,temporal,0.7625,0.0037499999999999,0.0112651601125082,0.0142417729582,0.0415173407261497,0.01775,0.0259923685133649,8000,-0.005875000000000075,0.0017328858375549316,-1.1874065546513304,-1.3350474018784821,-0.48439071309719184,-0.8016899039945143,-0.5543079822514372
mobility,xgb,CA,2017,temporal,0.7625,0.0062499999999999,0.0133526864171595,0.0191285830436647,0.0512972830261135,0.016625,0.023130971487115,8000,-0.0063750000000000195,0.0012589097023010254,-0.9897529693919542,-1.3913081293094127,-0.6885570505554863,-0.8224642415989376,-0.6155936185541111
mobility,xgb,CA,2018,temporal,0.7625,-0.000375,0.0038395327681777,-0.0030171102731566,0.0629832809299795,0.015125,0.0201370292667811,8000,-0.005250000000000088,0.0008032321929931641,-0.753577814959681,-1.4663224325506539,-0.9021807497764353,-0.775721981988983,-0.6745132223687417
mobility,xgb,TX,2014,geographic,0.7625,0.0591249999999999,0.0064555420550691,0.0546915533731495,0.1580155436112433,0.03075,0.0361355812664092,8000,0.010624999999999996,0.004574239253997803,1.1670334584148196,-0.6849234404543938,0.23934757937018017,-0.11613676304846954,-0.18691785617642884
