task,model,state,year,shift,n_target,ace_iso_tgt,acc_src,auc_src,ap_src,brier_src,ace_src,dp_sex_src,eo_sex_src,dp_rac_src,eo_rac_src,acc_tgt,auc_tgt,ap_tgt,brier_tgt,ace_tgt,dp_sex_tgt,eo_sex_tgt,dp_rac_tgt,eo_rac_tgt
income,xgb,TX,2014,geographic,8000,0.05152479650097667,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77475,0.8421746712757809,0.6941155421317694,0.15360648717504483,0.06613835474793632,0.07626951984729141,0.005889692573010016,0.06562402939748246,0.01610426184693521
income,xgb,TX,2015,combined,8000,0.03580688218545401,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.774625,0.843225403438499,0.7059367959378764,0.1533049477628174,0.04693016048126265,0.08633634760315723,0.008934504834916826,0.06769949741464465,0.017989477117800412
income,xgb,TX,2016,combined,8000,0.03284783319517737,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.779875,0.8519562026209201,0.7252507062068125,0.14870039748958583,0.04639858325943441,0.05592844788584467,0.025090565668529755,0.04890647535845066,0.01496751730241988
income,xgb,TX,2017,combined,8000,0.0319876882591925,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77475,0.8455789903908865,0.7222763499500466,0.1528039072206535,0.0433484626780246,0.09121402503576459,0.011197361211095977,0.06947649382182858,0.02204364899925898
income,xgb,TX,2018,combined,8000,0.03563995355350652,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7625,0.8339815514946064,0.713674097233373,0.1607446473140538,0.0417374540944893,0.06347661156727746,0.0182158198483241,0.045728660240882235,0.010310536601405546
income,xgb,NY,2014,geographic,8000,0.02900981107755797,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7665,0.842102779103228,0.7474212767904186,0.15579547161544782,0.033578028713925054,0.06189414047353514,0.014469102234492132,0.11922198897066744,0.06362482382262263
income,xgb,NY,2015,combined,8000,0.023891846999584226,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.765625,0.8408713461453563,0.7387896570996674,0.15674571066194692,0.029136049608355277,0.061610064063877756,0.005615987852070348,0.10317463452002568,0.053005413157802425
income,xgb,NY,2016,combined,8000,0.029205797457325374,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.755875,0.8353023746080308,0.7500907939166945,0.16249278517312937,0.03318292435631248,0.0651723216420605,0.03759923900179152,0.11433953389134532,0.05067657713076065
income,xgb,NY,2017,combined,8000,0.02785767202510033,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.765875,0.8438660262260899,0.7677997395250117,0.15834358069254542,0.02657596558866681,0.07163304007585486,0.005282014053732645,0.11853601037902972,0.060811433841495455
income,xgb,NY,2018,combined,8000,0.038940106147550974,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.757125,0.8379768709497609,0.7650719588351488,0.16334588299668923,0.037691328516395534,0.05269872934342279,0.005150281849194291,0.1141856850498103,0.06404239220377213
income,xgb,FL,2014,geographic,8000,0.09189636761805742,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.759,0.8318097411522467,0.6427149280801842,0.15926048681427427,0.10437402047258909,0.069463506176001,0.009738028016483144,0.11709809761916506,0.04292701864298705
income,xgb,FL,2015,combined,8000,0.08471062328352127,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76025,0.8354998982925363,0.65118762530597,0.15874407242435454,0.0963856495988048,0.06908228585308329,0.014260163371229595,0.10120916064562863,0.04027334339804389
income,xgb,FL,2016,combined,8000,0.07918168544780928,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.760875,0.8331953245658772,0.6554454713848555,0.1597445520607972,0.09459250115016221,0.06712358368604404,0.008939940903374757,0.1328996157217016,0.0776868263456601
income,xgb,FL,2017,combined,8000,0.058185565823048825,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.75225,0.8188160004793358,0.6619979736802275,0.1661098388302598,0.07483317720926518,0.07050635386119258,0.011134285746180278,0.10548392579642579,0.03112476584120598
income,xgb,FL,2018,combined,8000,0.048728726500194164,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.745125,0.8219863571042901,0.6832977023014466,0.16617949053286826,0.0637965790492708,0.07997337076253996,0.00969507314753841,0.08945588001742738,0.02936595305454956
income,xgb,PA,2014,geographic,8000,0.04171953194809976,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7795,0.8436637726544566,0.700586864619791,0.14943454352958765,0.0553786296375729,0.08844401416351377,0.020622864357596596,0.0724703615618123,0.028768470733428406
income,xgb,PA,2015,combined,8000,0.038060207868227725,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77025,0.8437577537834159,0.7200527296438379,0.15010941497187466,0.046592043018486046,0.08873278667500278,0.025466962453092656,0.10059354735326725,0.049170012947523184
income,xgb,PA,2016,combined,8000,0.0324355840527569,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.762375,0.8333272847878475,0.7000402350170952,0.15730829309459454,0.043262999216512985,0.059681860278841536,0.032579430314458646,0.07757618169594943,0.020720258149441062
income,xgb,PA,2017,combined,8000,0.03230090692943485,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7695,0.8375605415869958,0.7069022892381928,0.15497396112340564,0.03750027563477398,0.05785382876110107,0.025625829684469262,0.08946171006597708,0.055017547994502966
income,xgb,PA,2018,combined,8000,0.02492209671139745,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.764125,0.8380553314831238,0.7246972809520534,0.15698355426592667,0.02863022025463032,0.055500175647719696,0.03240258971872419,0.06402594955449675,0.014125363289941587
income,xgb,OH,2014,geographic,8000,0.061687377704249244,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.788375,0.8500298617754678,0.6798729720274501,0.14468208261936757,0.07488703462695685,0.10295113778478393,0.019571387027127587,0.07132613577941932,0.02207411042069697
income,xgb,OH,2015,combined,8000,0.04896825254370925,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.778875,0.8450425118562992,0.693615405256135,0.14863010281908812,0.061058010273097346,0.07601341207086376,0.032764868788071125,0.058501113323254084,0.03264923772599744
income,xgb,OH,2016,combined,8000,0.04302013134909794,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77725,0.8450255827007973,0.6966087311518194,0.14984539009271633,0.05698948399747497,0.10030355186981693,0.0222076966386342,0.08970932141984167,0.028790839467233043
income,xgb,OH,2017,combined,8000,0.033138452313910424,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.771625,0.8446447205060852,0.7136717315024876,0.1511263240523048,0.045992831477864475,0.07784777535525295,0.011701008218621231,0.05930253969602972,0.008532335949501327
income,xgb,OH,2018,combined,8000,0.024734427262039393,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77,0.8443211114892128,0.7338949288825245,0.15299398863613373,0.03859242463312603,0.07211827361064133,0.018283078552017162,0.07376113505506132,0.014140752901663889
income,xgb,IL,2014,geographic,8000,0.02825537026954407,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.771125,0.8466728348845692,0.7252463012023311,0.152126863528809,0.04175358698487071,0.0776930596285435,0.019839336755049494,0.0727563287624457,0.020872830238233206
income,xgb,IL,2015,combined,8000,0.022972502347023676,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.771875,0.8468251637342172,0.7366705235640068,0.15358292565338358,0.03340198331193188,0.08505754150321171,0.023687456851094718,0.0701721402089146,0.018608777220337658
income,xgb,IL,2016,combined,8000,0.03371110686310567,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76475,0.8423405745840833,0.7290762235231087,0.15527065431413,0.041405646331492796,0.07470882379491678,0.020671401652663096,0.07055031864131528,0.027729586243669932
income,xgb,IL,2017,combined,8000,0.01967857919621746,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.765375,0.841763844504124,0.7445315249871035,0.15746569343914313,0.02582312326132797,0.06432572547508991,0.02906567191379736,0.08085133195261729,0.009361985702493678
income,xgb,IL,2018,combined,8000,0.03214342917241447,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.749625,0.8338412279319041,0.7541424589155336,0.16300241635869128,0.03685562558954188,0.08440977042243453,0.028496058132895907,0.10162093311213549,0.04919874633252154
income,xgb,GA,2014,geographic,8000,0.08022740189102479,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.781375,0.8550112876542096,0.6873562366821603,0.14932134530804628,0.09193904069415294,0.08800755614229766,0.012682987323070993,0.11160027533649713,0.032977922665289566
income,xgb,GA,2015,combined,8000,0.06726284186780687,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7705,0.8442754624680713,0.6881410909679411,0.15496168449741665,0.08013860363410731,0.07370150946269216,0.010029092669278039,0.08958926956917407,0.023489845177146446
income,xgb,GA,2016,combined,8000,0.05552491703029956,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.767875,0.8466565899634705,0.7183585343863237,0.15414212078281803,0.06670204073421793,0.06320234604105573,0.010507323075501979,0.10772041850091357,0.031774894060177306
income,xgb,GA,2017,combined,8000,0.044100402442913036,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77275,0.8496112486100349,0.7325249080699245,0.15278270930801033,0.05730856256186144,0.07107667018903369,0.018667598173660815,0.1117070144219568,0.025270996562892167
income,xgb,GA,2018,combined,8000,0.034805840884218925,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7635,0.8389614109982226,0.7173599215865473,0.15954121828018872,0.04981139976130364,0.08810857820740953,0.01498663588556616,0.0780497898864348,0.021415441523519888
income,xgb,NC,2014,geographic,8000,0.09565867462160532,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.773125,0.8500593282165663,0.6580806457222095,0.15245535952162254,0.107429238147015,0.051401685541599074,0.021347159530589202,0.14077999277360514,0.06407676058215782
income,xgb,NC,2015,combined,8000,0.08805243393284039,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.759375,0.8314326618724559,0.6402811275025122,0.1615851929540592,0.10195943378460107,0.05986105826942928,0.014664985227184915,0.11798814103647381,0.04074911858151724
income,xgb,NC,2016,combined,8000,0.075703986192515,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.758875,0.840742295629523,0.6717594445113086,0.15734718463168065,0.08801934829008497,0.06037969694948031,0.025216308444640484,0.12187606205630785,0.040932285349159325
income,xgb,NC,2017,combined,8000,0.06579316179797749,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76,0.8327874858718749,0.6811427864419726,0.16118944688406092,0.07966545632517864,0.050730312957688095,0.02486111111597586,0.14257929981710082,0.06274572061198506
income,xgb,NC,2018,combined,8000,0.05808257909375243,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.763375,0.8381629728425892,0.699840190008327,0.15866433642588343,0.0723243918726621,0.046374582499364436,0.03292749853282938,0.15025586692274007,0.07353369743677865
income,xgb,WA,2014,geographic,8000,0.0266008583494986,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.760375,0.8413864732918398,0.7282824430613828,0.15719308826968903,0.0341508934770609,0.09748489179768799,0.021607247593924336,0.06898586038776328,0.018643204988049222
income,xgb,WA,2015,combined,8000,0.018820159213501025,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.761625,0.8421146038161944,0.7531632674643787,0.1584943793437987,0.027219687074850316,0.08649788434264322,0.020015631949372406,0.0696743489880911,0.014274546939486932
income,xgb,WA,2016,combined,8000,0.01811355671494676,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.768375,0.8463934628704678,0.7604695926045555,0.15550084148364093,0.026020500388985953,0.10072667789248163,0.020910286010148924,0.122924178548878,0.045519387512136834
income,xgb,WA,2017,combined,8000,0.042373331334500115,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76025,0.8437855667590313,0.7705299292032355,0.1607093153143167,0.034642904545641624,0.09886121840012663,0.013108790143024684,0.0587526385887554,0.015769062367898434
income,xgb,WA,2018,combined,8000,0.041856960327553705,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76775,0.8460225830633683,0.7850339233478217,0.15947052913708426,0.037280609346245906,0.10333368252426045,0.009473584046525124,0.07270927625625351,0.021820164434836517
income,xgb,AZ,2014,geographic,8000,0.056697320488747205,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.769,0.8340592975631298,0.6556305675199029,0.15595905995535833,0.07172527360110326,0.07929908646423056,0.018860555343192087,0.10965838886389118,0.06265312014734381
income,xgb,AZ,2015,combined,8000,0.05145017176019611,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.77275,0.8408275130789143,0.6680137947779339,0.1525598846015368,0.06182815072659288,0.054447115384615385,0.011298972741291283,0.10837312851370057,0.05312722926573016
income,xgb,AZ,2016,combined,8000,0.053943285521818325,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.76675,0.8339368633940063,0.6610301980578246,0.1569682303285699,0.06522619914891765,0.07026369930821275,0.02300848166032926,0.14347087878164233,0.06488161462809977
income,xgb,AZ,2017,combined,8000,0.03606047886874876,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.772875,0.8438294593100293,0.696687091212436,0.15169094837823355,0.050616426232126296,0.04333621750172201,0.016697059233215933,0.1236030996101134,0.06340966032312724
income,xgb,AZ,2018,combined,8000,0.023718990298220888,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.769,0.8387944256443232,0.7076493530099568,0.1561191134322752,0.03760602588678922,0.03600819333710126,0.02036585971449484,0.13449827467675524,0.05646079054520217
income,xgb,MA,2014,geographic,8000,0.034565197096133496,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.782625,0.8675341677251353,0.8037108715138195,0.1471572362643755,0.026574185459137888,0.07911306323604711,0.0010584638812397296,0.12830931434635268,0.039336329225876765
income,xgb,MA,2015,combined,8000,0.03776180959478643,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.78225,0.8657946985335115,0.8083733649526957,0.14875296310009145,0.03045880866350582,0.10305105720679114,0.019311260325906188,0.13650645748461476,0.03894355335678487
income,xgb,MA,2016,combined,8000,0.04338433779589833,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.7745,0.8618777280565503,0.8130799810738465,0.15193382457086518,0.03539193215761497,0.09082408479692927,0.010473497347133265,0.11620480862724303,0.025419490806585884
income,xgb,MA,2017,combined,8000,0.05809999994176906,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.769,0.8582845797056164,0.807458272144519,0.15574598354707617,0.0506858062861611,0.08337348439758496,0.014153895260382854,0.1032557576434871,0.021623641368570104
income,xgb,MA,2018,combined,8000,0.06636540280729514,0.7885,0.8633673943360504,0.7515553499049259,0.14276992291299231,0.022267941553114724,0.023747154504986656,0.03153108521531764,0.04426053818483228,0.0050596361166576065,0.766625,0.8578274851486738,0.8286796690485444,0.15736829880525494,0.05399695993552268,0.0904494320221691,0.006155678714760207,0.10497826621832196,0.03344952846545875
pubcov,logreg,CA,2015,temporal,8000,0.07548012354644017,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.69225,0.6738306971223695,0.5759672456269889,0.21005474980866648,0.0634401270421222,0.033276591682132844,0.03621243651544501,0.021186874380970486,0.03064035721729306
pubcov,logreg,CA,2016,temporal,8000,0.08576846157014369,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.684875,0.683390242921493,0.5925902810082601,0.2119647721705833,0.07482553257327529,0.028193103448275858,0.02547469257203266,0.014972810741184908,0.02830152994385852
pubcov,logreg,CA,2017,temporal,8000,0.08279488062905149,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.680875,0.6595503493788091,0.564869255552708,0.21666495878297626,0.07079000552836805,0.01162110552174242,0.011570463167566804,0.01769101287554302,0.027673459846551264
pubcov,logreg,CA,2018,temporal,8000,0.07651245892234146,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.6885,0.6696851191198183,0.5704612763287336,0.21120979874153756,0.06432595169544221,0.037116307465144674,0.04757608800157813,0.0144293605176576,0.023343363740642203
pubcov,logreg,TX,2014,geographic,8000,0.10221343525871635,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.82975,0.7425843814564252,0.4540042381092064,0.13874572727210405,0.11455274970736354,0.04031801152707329,0.07697300365081486,0.022578585673089346,0.008633108543704929
pubcov,logreg,TX,2015,combined,8000,0.10480399154825137,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.830375,0.7449404175914303,0.4593095926708132,0.13834351880452242,0.11685564551968129,0.03751540714034071,0.040412891543203926,0.01927798663229159,0.011308494379147743
pubcov,logreg,TX,2016,combined,8000,0.10137781761772932,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.823375,0.7201381110323448,0.44305313649948064,0.14259272655951663,0.1134254278726876,0.03504014487996182,0.03609698002386358,0.007452092409861166,0.003458918882142316
pubcov,logreg,TX,2017,combined,8000,0.09309153122454883,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.814375,0.7249199484056432,0.4509031322692547,0.14560748570994583,0.10471725383494052,0.039816812333422505,0.05170205061120451,0.005270046429244085,0.013088635023565602
pubcov,logreg,TX,2018,combined,8000,0.1010408387836069,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.823375,0.7265737109739411,0.45073678728975797,0.14257096810542216,0.11252536704298108,0.03826648224988474,0.03708951130085552,0.0037763587148165606,0.03343957139243099
pubcov,logreg,NY,2014,geographic,8000,0.06533923331648112,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.717125,0.6964188710380586,0.6140649185538263,0.1977694104999955,0.06229239156655967,0.02290739956643846,0.022035893977598257,0.0013414247376433153,0.050725643817129046
pubcov,logreg,NY,2015,combined,8000,0.09157893939688802,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.693875,0.6945525626094726,0.634297559343492,0.2089624486238766,0.07953169380035253,0.03926803584458098,0.037642610722049816,0.004220505826482118,0.05142219018470154
pubcov,logreg,NY,2016,combined,8000,0.10479616142995654,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.67525,0.6784357548272186,0.6250657782267054,0.21806990503251222,0.09838189793471248,0.024195014121934935,0.021018261729117423,0.0025029323253467906,0.04226203032845934
pubcov,logreg,NY,2017,combined,8000,0.10373441629856825,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.68275,0.6915085752948676,0.6473204294356274,0.2149379629056274,0.09239017522521319,0.047405267630430584,0.04586804334769662,0.0018666666666666554,0.04434020501228671
pubcov,logreg,NY,2018,combined,8000,0.10125115594826639,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.6815,0.6825496647555062,0.635566941789248,0.21599075907742135,0.08867889987025411,0.029759016966527718,0.027455912667430384,0.00795709548916887,0.043309699595207085
pubcov,logreg,FL,2014,geographic,8000,0.07446804284444081,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.805125,0.7258785192362789,0.47787197784580077,0.15063305503660757,0.0876749901296571,0.02251331191644812,0.03275691073238819,0.00913148843182049,0.019555910887409537
pubcov,logreg,FL,2015,combined,8000,0.05129200012609363,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.7895,0.7185747562764214,0.4905606430276714,0.1593112451114036,0.06372434120345861,0.03886341588001506,0.05127730555269511,0.005297427534429078,0.04281950706770297
pubcov,logreg,FL,2016,combined,8000,0.06472220963379369,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.798375,0.7150930132703306,0.46996314522117366,0.1558068442933884,0.0772175735803321,0.04564595290933701,0.06551989733031675,0.005070389719425333,0.03590374251834009
pubcov,logreg,FL,2017,combined,8000,0.05698176151886583,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.796125,0.7262687876783563,0.4881823063435471,0.1543265248597715,0.06977657060604542,0.04270442151001454,0.05170466886474874,0.0027303729085031425,0.04872180028588742
pubcov,logreg,FL,2018,combined,8000,0.06874047009833158,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.8055,0.7229688896568791,0.46706036298695436,0.15142850387941373,0.08097154897358269,0.034330685779905515,0.03449620128709201,0.00745939017676181,0.038783434962691016
pubcov,logreg,PA,2014,geographic,8000,0.06414676790079103,0.7485,0.6929092572518086,0.5201018736046212,0.17918962010563524,0.03720144314691426,0.036729426055268743,0.04952825933260366,0.013094253823894161,0.0354717489400093,0.817,0.7786447093283942,0.5919078788179364,0.14358257431643892,0.07861880396213385,0.03857909810760085,0.03722559480377319,0.028060566642704732,0.07044313442172023
