beta_expl_observed,ci_lo,ci_hi,se_boot,mean_acc_drop,MDE_power50,MDE_power80,MDE_power95,MDE80_pct_of_mean_drop
-0.0035718986883128594,-0.009009990013572129,0.0006526978066282836,0.0024936896748651337,0.017791666666666647,0.004101754506193352,0.006200496686501386,0.008203509012386704,34.850566856213916
